"id","shoe_id"
"e5c40a49-b0ad-431d-ac9f-2ae25a5c9ca6",NA
"e4950d4c-7b02-42fe-b065-cf885e829b4e",NA
"a71ba928-91a1-41ad-baa0-2bb6a371c4d2",NA
"53650260-0edd-41e3-81a0-b3bb23b061e7",NA
"ce25f8b2-b61a-462e-8297-c4497c91f7cc",NA
"146ceb6b-c52b-44aa-b182-9db74bedb32f",NA
"f69c6826-315a-44b0-933e-a25abe9ab389",NA
"7eccf5fc-e51e-492b-9abb-f531fd3ea68e",NA
"95175d9c-4eec-4a7d-8de6-1826e93e2004",NA
"10b1508f-78f6-48f2-80c4-1ee397a6e322",NA
"32589847-23f0-47e3-ad4e-9d68be7bdd2d",NA
"0ac3a5e6-a9b2-4238-821c-a9ab1720f600",NA
"8b45b377-810d-4e91-9bf8-ad2657eaafbe",NA
"6365c5fe-f396-427f-acad-8ce161d0a722",NA
"e315e242-8162-4b78-8471-9111e174e5b0",NA
"57b7db41-da68-4480-9390-0534e9b93d9b",NA
"65624323-5124-4313-b3a2-d51b3b6440e7",NA
"ae30498e-ee30-4552-9cd6-89a2e6d275fe",NA
"3f3c1118-aa1f-4e7f-8124-69934585873e",NA
"3d9b87aa-54c7-4887-a709-bf9ce563447a",NA
"e7529cf9-de17-4a85-bacb-f0f5814a943f",NA
